,word,tags,ipa,results
4958,ngabhar,Connacht,ˈŋɑuəɾˠ,n̪gabˠhəɾˠ
4959,ngabhas,,ˈŋauəsˠ,n̪gabˠhəsˠ
4960,ngad,,"ŋad̪ˠ, ŋɑd̪ˠ",n̪gad̪
4964,ngaoith,,ŋiːh,n̪gaitʲ
4967,ngarda,Munster; Connacht,ˈŋɑːɾˠd̪ˠə,n̪gaɾˠd̪ə
4968,ngardaí,Connacht,ˈŋɑːɾˠd̪ˠiː,n̪gaɾˠd̪ə
4970,ngealach,Connacht,ˈɲalˠəx,nɟɑl̪əx
4971,ngeall,Mayo; Connacht,ɲal̪ˠ,nɟɑl̪l̪
4976,nglacadh,,,n̪gl̪akə
4978,nglacfaidh,,ˈŋlˠakə,n̪gl̪akfˠiː
4980,nglais,,ŋlˠaʃ,n̪gl̪aiʃ
4981,nglas,,ŋlˠasˠ,n̪gl̪asˠ
4983,ngoba,,ˈŋɔbˠə,n̪gʊbˠʊ̽
4984,ngoid,,ŋɛdʲ,n̪gɛdʲ
4985,ngoile,,ˈŋɛlʲə,n̪gɔl̪ə
4986,ngoilí,,ˈŋɛlʲiː,n̪gɔl̪ə
4990,ngrian,,ɲɾʲiənˠ,n̪gɾʲiən̪
4992,ngráin,Munster; Connacht,ŋɾˠɑːnʲ,n̪gɾˠain̪
4993,ngréin,,ɲɾʲeːnʲ,n̪gɾʲɛn̪
4994,nguí,,ŋiː,n̪gɪ
5074,obann,,"ˈɔbˠən̪ˠ, ˈɞbˠən̪ˠ",ʊbˠən̪ˠ
5075,oblátach,Connacht,ˈɔbˠlˠɑːt̪ˠəx,ʊbˠl̪ʊ̽t̪əx
5076,ocht,Connacht,ɔxt̪ˠ,ʊkht̪
5081,ofráil,Connacht,ˈɔfˠɾˠɑːlʲ,ʊfˠɾˠʊ̽l̪
5086,oibrigh,Connacht,ˈəibʲɾʲiː,ɛbʲɾʲiɟ
5091,oidhre,Munster; Connacht,ˈaiɾʲə,ɛdʲhɾʲi
5095,oighear,,əiɾˠ,ɛɟçəɾˠ
5096,oil,,"ɛlʲ, ɪlʲ",ɔl̪
5098,oileann,,"ˈɛlʲən̪ˠ, ˈɪlʲən̪ˠ",ɔl̪ən̪ˠ
5099,oileáin,Connacht,ˈɪlʲɑːnʲ,ɔl̪ən̪
5107,oinniún,Connacht,ˈin̠ʲuːnˠ,ɔn̪n̪əən̪
5108,oireacht,Munster; Connacht,ˈeɾʲəxt̪ˠ,ɛɾʲəkht̪
5111,oirnis,,ˈəuɾʲn̠ʲəʃ,ɛɾʲn̪iʃ
5115,ola,,ˈɔlˠə,ʊl̪ʊ̽
5116,olann,Ulster; Connacht,"ˈɔlˠən̪ˠ, ˈɔl̪ˠən̪ˠ",ʊl̪ən̪ˠ
5118,olc,,"ol̪ˠk, ɔlˠk, ɔl̪ˠk",ʊl̪ək
5120,olla,Munster; Connacht,ˈɔl̪ˠə,ʊl̪l̪ʊ̽
5122,ollbhasún,,ˈɔl̪ˠwaˌsˠuːnˠ,ʊl̪l̪bˠhʊ̽sˠʊ̽n̪
5124,olldord,,ˈɔl̪ˠˌd̪ˠoːɾˠd̪ˠ,ʊl̪l̪d̪ʊ̽ɾˠd̪
5125,ollscoil,Connacht,"ˈɔl̪ˠˌsˠkɔlʲ, ˈɔl̪ˠˌsˠkɞlʲ",ʊl̪l̪sˠkʊ̽l̪
5126,optach,Connacht,ˈɔpˠt̪ˠəx,ʊpˠt̪əx
5127,orainne,,ˈɔɾˠən̠ʲə,ʊɾˠʊ̽n̪n̪ʊ̽
5128,orca,,ˈɔɾˠkə,ʊɾˠkʊ̽
5129,orla,,ˈɔːɾˠl̪ˠə,ʊɾˠl̪ʊ̽
5130,orm,Ulster; stressed; Connacht,ˈɔɾˠəmˠ,ʊɾˠəmˠ
5132,ormsa,,ˈɔɾˠəmˠsˠə,ʊɾˠəmˠsˠʊ̽
5137,os,Munster; Connacht,ɔsˠ,ʊsˠ
5139,os coinne,,əsˠˈkɪn̠ʲə,ʊsˠ kɔn̪n̪ə
5140,os comhair,Connacht,əsˠˈkuːɾʲ,ʊsˠ kʊmˠhiɾʲ
5141,osa,,ˈɔsˠə,ʊsˠʊ̽
5144,oscailte,,ˈɔsˠkɪlʲtʲɪ,ʊsˠkʊ̽ltʲi
5145,oscar,Munster; Connacht,ˈɔsˠkəɾˠ,ʊsˠkʊ̽ɾˠ
5147,ospidéal,Connacht,ˈɔsˠpʲədʲeːlˠ,ʊspʲidʲʊ̽l̪
5148,ospidéil,Munster; Connacht,ˈɔspʲədʲeːlʲ,ʊspʲidʲʊ̽l̪
5149,otair,Munster; Connacht,ˈɔt̪ˠəɾʲ,ʊt̪iɾʲ
5150,othar,,ˈɔhəɾˠ,ʊt̪hʊ̽ɾˠ
5181,ph,,"fʲ, fˠ",p
5184,pheann,,,pçən̪ˠ
5186,phearsana,,ˈfʲaɾˠsˠənˠə,pçæɾˠsˠən̪ə
5188,phian,,fʲiənˠ,pçiən̪
5189,phianta,,ˈfʲiən̪ˠt̪ˠə,pçiən̪t̪ə
5190,phill,,,pçɪl̪l̪
5194,phioc,,fʲʊk,pçɪk
5196,phlainc,,fˠlˠaɲc,pˠhl̪aink
5198,phlúch,,"fˠlˠuːx, fˠl̪ˠuːx",pˠhl̪ʊk
5199,phlúr,,"fˠlˠuːɾˠ, fˠl̪ˠuːɾˠ",pˠhl̪ʊɾˠ
5200,phonc,,fˠʊŋk,pˠhʊnk
5206,phus,Munster; Connacht,fˠʊsˠ,pˠhʊsˠ
5209,pháirt,,fˠɑːɾˠtʲ,pˠhaiɾʲt̪
5210,pháistí,Connacht,ˈfˠɑːʃtʲiː,pˠhaiʃtʲi
5211,phálás,Connacht,ˈfˠɑːlˠɑːsˠ,pˠhal̪əsˠ
5213,phíopa,,ˈfʲiːpˠə,pçɪpˠə
5214,phóca,Munster; Connacht,ˈfˠoːkə,pˠhʊkʊ̽
5366,póca,,,pˠʊkʊ̽
5371,pógfaidh,,,pˠʊgfˠiː
5373,pógtha,,,pˠʊgt̪hʊ̽
5412,riabhach,,,ɾʲiəbˠhəx
5616,sceideal,,"ˈʃcɛdʲəlˠ, ˈʃcɛdʲəl̪ˠ",scɛdʲəl̪
5618,sceitimíní,Connacht,ˈʃcɛtʲəmʲiːnʲiː,scɛtʲimʲən̪ə
5619,sciath,,ʃciə,sciət
5625,sciorta,,ˈʃcɪɾˠt̪ˠə,scɪɾˠt̪ə
5626,sciúlán,Connacht,"ˈʃcuːlˠɑːnˠ, ˈʃcuːl̪ˠɑːn̪ˠ",scɪəl̪ən̪
5637,scréach,,ʃcɾʲeːx,sˠkɾʲəx
5638,scríob,Ulster; Connacht,ʃcɾʲiːbˠ,sˠkɾʲɪbˠ
5640,scríobhfaidh,Ulster; Connacht,ˈʃcɾʲiːfˠə,sˠkɾʲɪbˠhfˠiː
5653,scéalaí,Connacht,ˈʃceːlˠiː,scɑl̪ə
5655,scéimh,,ʃceːvʲ,scɛmʲ
5751,sh,,h,s
5752,shagart,,ˈhaɡəɾˠt̪ˠ,sˠhagəɾˠt̪
5753,shalach,Connacht,ˈhal̪ˠəx,sˠhal̪əx
5754,shaoil,Ulster; Connacht,hiːlʲ,sˠhaəl̪
5759,shean,,hanˠ,sçɑn̪
5760,sheisear,,ˈhɛʃəɾˠ,sçɛʃəɾˠ
5761,sheol,,"çɔːlˠ, çɔːl̪ˠ",sçoːl̪
5763,shil,Munster; Connacht,hɪlʲ,sçɪl̪
5764,shinsir,Ulster; Connacht,ˈhɪn̠ʲʃəɾʲ,sçɪnʃiɾʲ
5765,shir,,hɪɾʲ,sçɪɾʲ
5767,shiúl,,"çuːlˠ, çuːl̪ˠ",sçɪəl̪
5768,shleamhain,Ulster; Connacht,ˈ(h)lʲãuwənʲ,sˠhl̪amˠhən̪
5770,shleamhnaigh,,"ˈ(h)lʲãunˠi, ˈ(h)lʲãunˠə, ˈ(h)lʲãun̪ˠi, ˈ(h)lʲãun̪ˠə, ˈ(h)lʲəunˠiː, ˈ(h)lʲəun̪ˠiː",sˠhl̪amˠhn̪iː
5774,shlíoc,,(h)lʲiːk,sˠhl̪ɪk
5776,shnua,,"(h)n̪ˠuː, (h)n̪ˠuːə",sˠhn̪ua
5778,shníomh,Ulster; Connacht,(h)nʲiːw,sˠhn̪ɪm
5779,sholas,Ulster; Connacht,ˈhɔlˠəsˠ,sˠhʊl̪ʊ̽sˠ
5781,shráid,Munster; Connacht,hɾˠɑːdʲ,sˠhɾˠaidʲ
5782,shróna,,"ˈ(h)ɾˠoːnˠə, ˈ(h)ɾˠoːn̪ˠə",sˠhɾˠʊn̪ʊ̽
5785,shuí,,hiː,sˠhɪ
5787,shábháil,Connacht,ˈhɑːwɑːlʲ,sˠhabˠhəl̪
5788,shé,,heː,sçɛ
5791,shéan,,heːnˠ,sçɑn̪
5792,shéid,,heːdʲ,sçɛdʲ
5794,shín,,hiːnʲ,sçɪn̪
5795,shíníomar,Connacht,ˈhiːnʲiːmˠəɾˠ,sçɪn̪əmˠəɾˠ
5796,shíolmhar,Ulster; Connacht,"ˈhiːlˠwəɾˠ, ˈhiːl̪ˠwəɾˠ",sçɪl̪mˠhəɾˠ
5814,sine,,,ʃɪn̪ə
5845,sleamhna,Ulster; Connacht,"ˈʃl̠ʲãunˠə, ˈʃl̠ʲãun̪ˠə",sˠl̪amˠhn̪ə
5847,sleán,Connacht,"ʃl̠ʲɑːnˠ, ʃl̠ʲɑːn̪ˠ",sˠl̪an̪
5849,sligeán,Connacht,ˈʃl̠ʲiɟaːnˠ,sˠl̪ɪɟən̪
5853,slis,Ulster; Connacht,ˈʃl̠ʲɪʃ,sˠl̪ɪʃ
5865,sléibhte,,ˈʃl̠ʲeːfʲtʲə,sˠl̪ɛbʲhtʲi
5867,slíbhín,Connacht,ˈʃl̠ʲiːvʲiːnʲ,sˠl̪ɪbʲçən̪
5891,snaidhmfidh,,,sˠn̪ɪdʲhmˠiː
5892,snaidhmthe,,,sˠn̪aidʲhmˠtçi
5896,sneachtúil,Connacht,ˈʃnʲaxt̪ˠuːlʲ,sˠn̪akht̪əl̪
5985,srian,Connacht,ʃɾʲiənˠ,sɾʲiən̪
6080,sé,,,ʃɛ
6230,teach pobail,Munster; Connacht,ˌtʲax ˈpˠɔbˠəlʲ,tʲəx pˠʊbˠʊ̽l̪
6231,teach ósta,Munster; Connacht,ˌtʲax ˈoːsˠt̪ˠə,tʲəx ʊsˠt̪ʊ̽
6236,teagasc,,"c, k",tʲɑgəsk
6260,teoiric chinnteoireachta,Connacht,ˌtʲoːɾʲəc ˈçɪn̠ʲtʲoːɾʲəxt̪ˠ,tʲoːiɾʲic kçɪn̪ntʲoːɾʲəxt̪əəə
6268,thae,,heː,t̪heː
6269,thainic,,,t̪hain̪ic
6272,thaire,,"ˈhaɾʲə, ˈhæɾʲə",t̪haiɾʲi
6275,thairstise,,"ˈhaɾˠʃtʲəʃə, ˈhɑɾˠʃtʲəʃə",t̪haiɾʲʃtʲiʃi
6277,thapa,,ˈhapˠə,t̪hapˠə
6279,thar lear,,haɾˠˈl̠ʲaɾˠ,t̪haɾˠ l̪ɑːɾˠ
6283,tharam,,"ˈhaɾˠəmˠ, ˈhɑɾˠəmˠ",t̪haɾˠəmˠ
6284,tharamsa,,"ˈhaɾˠəmˠsˠə, ˈhɑɾˠəmˠsˠə",t̪haɾˠəmˠsˠə
6285,tharla,Munster; Connacht,ˈhɑːɾˠl̪ˠə,t̪haɾˠl̪ə
6288,tharta,,ˈhaɾˠt̪ˠə,t̪haɾˠt̪ə
6289,the,,hɛ,tçɛ
6291,theacht,,haxt̪ˠ,tçɑkht̪
6294,theo,,çoː,tçoː
6295,thiar,,hiəɾˠ,tçiəɾˠ
6296,thiarna,,ˈhiəɾˠn̪ˠə,tçiəɾˠn̪ə
6297,thig,,hiɟ,tçɪɟ
6302,thiocfainn,,hʊkən̠ʲ,tçɪkfˠəən̠ʲ
6303,thiocfas,,ˈçukəsˠ,tçɪkfˠəsˠ
6304,thiocfá,,ˈhʊkfˠɑː,tçɪkfˠə
6307,thlig,,hlʲɪɟ,t̪hl̪ɪɟ
6316,threabh,Connacht,ˈ(h)ɾʲəu,t̪hɾʲɑb
6318,thriall,,hɾʲiəl̪ˠ,t̪hɾʲiəl̪l̪
6320,thrá,Munster; Connacht,hɾˠɑː,t̪hɾˠa
6321,thráigh,Connacht,hɾˠɑː,t̪hɾˠiː
6322,thréig,,hɾʲeːɟ,t̪hɾʲɛɟ
6326,thuama,,ˈhuəmˠə,t̪huamˠə
6329,thugainn,,ˈhʊɡən̠ʲ,t̪hʊgʊ̽ən̠ʲ
6331,thuigeas,,ˈhɪɟəsˠ,t̪hɪɟəsˠ
6332,thuilleamar,,ˈhɪl̠ʲəmˠəɾˠ,t̪hɪl̪l̪əmˠəɾˠ
6334,thuiscint,,ˈhɪʃcɪn̠ʲtʲ,t̪hɪʃcən̪t̪
6335,thur,Munster; Connacht,hʊɾˠ,t̪hʊɾˠ
6337,thusa,,ˈhusˠə,t̪hʊsˠʊ̽
6338,tháinig,,ˈhɑːnʲɪɟ,t̪hain̪iɟ
6341,théid,,"heːdʲ, hei̯dʲ",tçɛdʲ
6344,thír,,hiːɾʲ,tçɪɾʲ
6347,thú,,huː,t̪hʊ
6348,thúis,,huːʃ,t̪hɪʃ
6384,tithe ósta,Munster; Connacht,ˌtʲɪhə ˈoːsˠt̪ˠə,tʲɪhə ʊsˠt̪ʊ̽
6591,tánaiste,,,t̪an̪iʃtʲi
6654,uainn,Connacht,"wen̠ʲ, wæn̠ʲ",uaən̠ʲ
6670,ucht,,,ʊkht̪
6684,uirlis,,ˈuːɾˠl̠ʲəʃ,ɪɾʲl̪iʃ
6690,ultach,Connacht,ˈul̪ˠt̪ˠəx,ʊl̪t̪əx
6694,umhlú,Connacht,ˈuːlˠuː,ʊmˠhl̪ʊ̽
6701,urla,Connacht,ˈuːɾˠl̪ˠə,ʊɾˠl̪ʊ̽
6703,urnaí,Connacht,ˈuːɾˠn̪ˠiː,ʊɾˠn̪ʊ̽
6709,uíbh,,iːvʲ,ɪbʲ
6712,vác,Connacht,wɑːk,vak
6715,vóta,Connacht,ˈwoːt̪ˠə,vʊt̪ʊ̽
6717,yé,,jeː,yɛ
6721,Áiréilias,Connacht,ˈɑːrʲeːlʲiəsˠ,aiɾʲəl̪əsˠ
6723,Árannach,,ˈɑːɾˠən̪ˠəx,aɾˠən̪n̪əx
6724,Éabha,Ulster; Connacht,ˈeːwə,abˠhə
6733,Éirinn,,ˈeːɾʲən̠ʲ,ɛɾʲən̠ʲ
6735,Íosa,,ˈiːsˠə,ɪsˠə
6737,Íosánach,Connacht,ˈiːsˠɑːnˠəx,ɪsˠən̪əx
6738,Ó,Munster; Connacht,oː,ʊ
6742,Ó Cathasaigh,,ˈkahəsˠiː,ʊ kat̪həsˠiː
6745,ábalta,Munster; Connacht,ˈɑːbˠəl̪ˠt̪ˠə,abˠəl̪t̪ə
6747,ábhal,Connacht,"ˈɑːwəlˠ, ˈɑːwəl̪ˠ",abˠhəl̪
6748,ábhar,Connacht,ˈɑːwəɾˠ,abˠhəɾˠ
6749,áfach,Munster; Connacht,ˈɑːfˠəx,afˠəx
6750,áibhirseoir,,ˈɑːɾɕoːɾʲ,aibʲçiɾʲʃoːiɾʲ
6752,áil,Munster; Connacht,ɑːlʲ,ail̪
6754,áilleacht,,ˈɑːlʲəxt,ail̪l̪əkht̪
6759,áirigh,Connacht,ˈɑːɾʲiː,aiɾʲiɟ
6760,áirím,Mayo; Aran; Connacht,ˈɑːɾʲiːmʲ,aiɾʲimʲ
6764,áiteanna,,ˈɑːtʲən̪ˠə,aitʲən̪n̪ə
6770,áití,Connacht,ˈɑːtʲiː,aitʲi
6771,áitím,Connacht,ˈɑːtʲiːmʲ,aitʲimʲ
6773,ál,Connacht,ɑːlˠ,al̪
6779,áras,Munster; Connacht,ˈɑːɾˠəsˠ,aɾˠəsˠ
6781,árasán,Connacht,ˈɑːɾˠəsˠɑːnˠ,aɾˠəsˠən̪
6789,éadach,Connacht,ˈeːd̪ˠəx,ad̪əx
6790,éadaigh,Connacht,"ˈeːd̪ˠiː, ˈeːd̪ˠə",ad̪iː
6791,éadan,,"ˈeːd̪ˠənˠ, ˈeːd̪ˠən̪ˠ",ad̪ən̪
6793,éadroime,Ulster; Connacht,ˈeːd̪ˠɾˠəmʲə,ad̪ɾˠimʲi
6794,éadrom,Ulster; Connacht,ˈeːd̪ˠɾˠəmˠ,ad̪ɾˠəmˠ
6797,éadtualaing,,ˈeːd̪ˠɔlən,ad̪t̪əl̪əng
6801,éadóchasach,Connacht,ˈeːd̪ˠoːxːəsˠəx,ad̪əkhəsˠəx
6804,éagrábhadh,Connacht,ˈeːkɾˠɑːvˠ,agɾˠəbˠhə
6809,éar,,eːɾˠ,ɑːɾˠ
6811,éasca,Ulster; Munster; Cork; Connacht,ˈeːsˠkə,asˠkə
6813,éiceolaí,Connacht,"ˈeːcoːlˠiː, ˈeːcoːl̪ˠiː",ɛcoːl̪ə
6816,éidí,Connacht,ˈeːdʲiː,ɛdʲi
6817,éigean,,"ˈeːɟənˠ, ˈeːɟən̪ˠ",ɛɟən̪
6818,éigiall,,ˈeːɟiəl̪ˠ,ɛɟəl̪l̪
6821,éileamh,Connacht,ˈeːlʲuː,ɛl̪əm
6822,éiligh,Connacht,ˈeːlʲiː,ɛl̪iɟ
6826,éin,,eːnʲ,ɛn̪
6828,éinne,,ˈeːnʲə,ɛn̪n̪ə
6833,éirím,Connacht,ˈəiɾʲiːmʲ,ɛɾʲimʲ
6834,éirímid,,"eːˈɾʲiːmʲədʲ, ˈeːɾʲiːmʲədʲ",ɛɾʲəmʲədʲ
6836,éis,,eːʃ,ɛʃ
6837,éisc,,eːʃc,ɛʃk
6838,éist,,eːʃtʲ,ɛʃt̪
6840,éistim,Munster; Connacht,ˈeːʃtʲəmʲ,ɛʃtʲimʲ
6841,í,,iː,ɪ
6842,íobairt,,ˈiːbˠəɾˠtʲ,ɪbˠiɾʲt̪
6845,íocaíocht,,ˈiːkiəxt̪ˠ,ɪkəəkht̪
6846,íocfad,,ˈiːkəd̪ˠ,ɪkfˠəd̪
6848,íochtar,,"ˈiəxt̪ˠəɾˠ, ˈiːxt̪ˠəɾˠ",ɪkht̪əɾˠ
6849,íoglú,,ˈiː.ɡl̪ˠuː,ɪgl̪ə
6852,íota,Munster; Connacht,ˈiːt̪ˠə,ɪt̪ə
6854,íseal,,"ˈiːʃəlˠ, ˈiːʃəl̪ˠ",ɪʃəl̪
6858,ó shin,,oː ˈhɪnʲ,ʊ sçɪn̪
6865,ógfhear,,ˈoːɡˌaɾˠ,ʊgfçʊ̽ɾˠ
6868,óige,Munster; Connacht,ˈoːɟɪ,ɛɟi
6870,óinsí,Connacht,ˈoːn̠ʲʃiː,ɛnʃi
6871,óir,Munster; Connacht,oːɾʲ,əiɾʲ
6872,ól,Connacht,oːlˠ,ʊl̪
6873,ól,Munster; Connacht,oːl̪ˠ,ʊl̪
6875,ólaimid,Munster; Connacht,ˈoːl̪ˠəmʲədʲ,ʊl̪ʊ̽mʲədʲ
6878,óm,,oːmˠ,uːmˠ
6879,ómra,,ˈoːmˠɾˠə,ʊmˠɾˠʊ̽
6880,ómrach,,ˈuːmˠɾˠəx,ʊmˠɾˠəx
6882,ónar,,ˈoːnˠəɾˠ,ʊn̪ʊ̽ɾˠ
6883,ónarb,,ˈoːnˠəɾˠbˠ,ʊn̪ʊ̽ɾˠbˠ
6886,ór,Munster; Connacht,oːɾˠ,əuɾˠ
6887,órga,Munster; Connacht,ˈoːɾˠɡə,ʊɾˠəgʊ̽
6888,órthóraíocht,,oːɾˠˈhoːɾˠiːəxt̪ˠ,ʊɾˠt̪hʊ̽ɾˠʊ̽ʊ̽kht̪
6893,ót,,oːt̪ˠ,ʊt̪
6895,údar,,ˈuːd̪ˠəɾˠ,ɛdʲəɾˠ
6896,údarás,Munster; Connacht,ˈuːd̪ˠəɾˠɑːsˠ,ɛdʲəɾˠəsˠ
6899,úir,,uːɾʲ,əiɾʲ
6900,úll,,uːl̪ˠ,ʊl̪l̪
6901,úlla,,ˈuːl̪ˠə,ʊl̪l̪ʊ̽
6902,úr,,uːɾˠ,əuɾˠ
6903,úrscéal,,ˈuːɾˠˌʃceːlˠ,ʊɾˠscʊ̽l̪
6908,úsáideoir,Connacht,ˈuːsˠɑːdʲoːɾʲ,ʊsˠidʲoːiɾʲ
6910,úth,,uː,ʊt
